seq,rtt_us,status,rxq_drops_delta
778,1429.996,ok,0
779,1428.774,ok,0
780,1430.878,ok,0
781,1433.142,ok,0
782,1433.092,ok,0
783,1403.036,ok,0
784,1421.300,ok,0
785,1435.457,ok,0
786,1434.936,ok,0
787,1464.621,ok,0
788,1444.694,ok,0
789,1423.544,ok,0
790,1430.788,ok,0
791,1430.888,ok,0
792,1429.646,ok,0
793,1395.061,ok,0
794,1431.619,ok,0
795,1434.645,ok,0
796,1461.876,ok,0
797,1462.076,ok,0
798,1556.943,ok,0
799,1435.627,ok,0
800,1435.737,ok,0
801,1431.138,ok,0
802,1432.210,ok,0
803,1434.154,ok,0
804,1436.488,ok,0
805,1436.669,ok,0
806,1437.751,ok,0
807,1432.010,ok,0
808,1432.401,ok,0
809,1439.855,ok,0
810,1540.503,ok,0
811,1433.623,ok,0
812,1433.393,ok,0
813,1432.451,ok,0
814,1430.016,ok,0
815,1434.685,ok,0
816,1433.082,ok,0
817,1428.724,ok,0
818,1433.352,ok,0
819,1431.118,ok,0
820,1435.216,ok,0
821,1435.717,ok,0
822,1564.728,ok,0
823,1435.106,ok,0
824,1432.701,ok,0
825,1432.901,ok,0
826,1432.761,ok,0
827,1431.229,ok,0
828,1430.577,ok,0
829,1425.467,ok,0
830,1532.308,ok,0
831,1475.181,ok,0
832,1436.157,ok,0
833,1427.792,ok,0
834,1435.447,ok,0
835,1408.125,ok,0
836,1431.980,ok,0
837,1433.573,ok,0
838,1434.765,ok,0
839,1429.406,ok,0
840,1429.946,ok,0
841,1431.148,ok,0
842,1434.093,ok,0
843,1431.609,ok,0
844,1441.407,ok,0
845,1431.970,ok,0
846,1556.843,ok,0
847,1433.533,ok,0
848,1432.350,ok,0
849,1429.305,ok,0
850,1432.360,ok,0
851,1435.987,ok,0
852,1436.197,ok,0
853,1436.368,ok,0
854,1433.373,ok,0
855,1431.289,ok,0
856,1446.246,ok,0
857,1404.318,ok,0
858,1399.349,ok,0
859,1417.993,ok,0
860,1442.269,ok,0
861,1435.867,ok,0
862,1438.933,ok,0
863,1431.940,ok,0
864,1432.360,ok,0
865,1432.821,ok,0
866,1457.888,ok,0
867,1435.206,ok,0
868,1436.519,ok,0
869,1434.755,ok,0
870,1459.692,ok,0
871,1433.883,ok,0
872,1432.391,ok,0
873,1430.367,ok,0
874,1494.106,ok,0
875,1436.568,ok,0
876,1434.655,ok,0
877,1431.850,ok,0
878,1429.325,ok,0
879,1430.898,ok,0
880,1408.756,ok,0
881,1431.579,ok,0
882,1458.079,ok,0
883,1434.214,ok,0
884,1431.620,ok,0
885,1428.273,ok,0
886,1427.421,ok,0
887,1433.563,ok,0
888,1432.831,ok,0
889,1431.759,ok,0
890,1434.164,ok,0
891,1433.192,ok,0
892,1438.021,ok,0
893,1531.837,ok,0
894,1436.318,ok,0
895,1433.242,ok,0
896,1430.497,ok,0
897,1429.866,ok,0
898,1431.128,ok,0
899,1433.684,ok,0
900,1434.194,ok,0
901,1432.961,ok,0
902,1434.805,ok,0
903,1441.638,ok,0
904,1431.389,ok,0
905,1530.735,ok,0
906,1430.969,ok,0
907,1430.728,ok,0
908,1431.739,ok,0
909,1433.563,ok,0
910,1436.549,ok,0
911,1431.970,ok,0
912,1432.571,ok,0
913,1429.695,ok,0
914,1432.060,ok,0
915,1435.427,ok,0
916,1438.482,ok,0
917,1543.138,ok,0
918,1431.048,ok,0
919,1429.826,ok,0
920,1433.663,ok,0
921,1408.516,ok,0
922,1435.086,ok,0
923,1430.708,ok,0
924,1429.626,ok,0
925,1430.216,ok,0
926,1430.287,ok,0
927,1456.025,ok,0
928,1436.739,ok,0
929,1413.856,ok,0
930,1420.077,ok,0
931,1441.708,ok,0
