seq,rtt_us,status,rxq_drops_delta
834,1403.737,ok,0
835,1399.338,ok,0
836,1425.257,ok,0
837,1376.016,ok,0
838,1382.577,ok,0
839,1424.085,ok,0
840,1400.070,ok,0
841,1394.029,ok,0
842,1392.466,ok,0
843,1384.471,ok,0
844,1402.445,ok,0
845,1428.804,ok,0
846,1405.981,ok,0
847,1407.103,ok,0
848,1384.100,ok,0
849,1383.088,ok,0
850,1384.822,ok,0
851,1399.880,ok,0
852,1401.903,ok,0
853,1409.718,ok,0
854,1401.292,ok,0
855,1377.678,ok,0
856,1399.840,ok,0
857,1431.309,ok,0
858,1405.851,ok,0
859,1417.633,ok,0
860,1383.449,ok,0
861,1372.589,ok,0
862,1383.590,ok,0
863,1381.616,ok,0
864,1385.993,ok,0
865,1391.855,ok,0
866,1376.175,ok,0
867,1379.091,ok,0
868,1376.296,ok,0
869,1378.410,ok,0
870,1375.985,ok,0
871,1377.689,ok,0
872,1396.483,ok,0
873,1455.764,ok,0
874,1372.158,ok,0
875,1386.465,ok,0
876,1385.182,ok,0
877,1394.630,ok,0
878,1381.826,ok,0
879,1393.938,ok,0
880,1413.245,ok,0
881,1403.737,ok,0
882,1381.756,ok,0
883,1420.989,ok,0
884,1380.103,ok,0
885,1372.789,ok,0
886,1406.252,ok,0
887,1437.851,ok,0
888,1420.057,ok,0
889,1389.801,ok,0
890,1371.006,ok,0
891,1393.999,ok,0
892,1424.476,ok,0
893,1377.438,ok,0
894,1384.290,ok,0
895,1403.486,ok,0
896,1373.621,ok,0
897,1402.555,ok,0
898,1534.392,ok,0
899,1474.750,ok,0
900,1421.040,ok,0
901,1386.034,ok,0
902,1372.097,ok,0
903,1372.979,ok,0
904,1401.853,ok,0
905,1380.724,ok,0
906,1411.191,ok,0
907,1528.921,ok,0
908,1382.167,ok,0
909,1374.492,ok,0
910,1532.318,ok,0
911,1478.477,ok,0
912,1430.848,ok,0
913,1413.525,ok,0
914,1375.634,ok,0
915,1425.789,ok,0
916,1452.117,ok,0
917,1378.410,ok,0
918,1416.671,ok,0
919,1408.857,ok,0
920,1389.220,ok,0
921,1404.970,ok,0
922,1388.138,ok,0
923,1438.733,ok,0
924,1406.643,ok,0
925,1385.884,ok,0
926,1379.162,ok,0
927,1405.060,ok,0
928,1428.694,ok,0
929,1379.452,ok,0
930,1368.952,ok,0
931,1411.441,ok,0
932,1375.825,ok,0
933,1374.392,ok,0
934,1407.965,ok,0
935,1483.186,ok,0
936,1445.075,ok,0
937,1376.757,ok,0
938,1381.135,ok,0
939,1409.718,ok,0
940,1411.772,ok,0
941,1376.316,ok,0
942,1373.620,ok,0
943,1394.249,ok,0
944,1379.311,ok,0
945,1592.039,ok,0
946,1366.908,ok,0
947,1378.931,ok,0
948,1385.913,ok,0
949,1370.004,ok,0
950,1391.765,ok,0
951,1378.489,ok,0
952,1380.404,ok,0
953,1406.642,ok,0
954,1379.381,ok,0
955,1408.185,ok,0
956,1372.409,ok,0
957,1550.482,ok,0
958,1415.129,ok,0
959,1396.303,ok,0
960,1385.773,ok,0
961,1386.314,ok,0
962,1394.790,ok,0
963,1402.074,ok,0
964,1404.890,ok,0
965,1381.575,ok,0
966,1377.027,ok,0
967,1387.096,ok,0
968,1378.109,ok,0
969,1526.697,ok,0
970,1472.776,ok,0
971,1403.507,ok,0
972,1385.844,ok,0
973,1378.029,ok,0
974,1393.468,ok,0
975,1421.029,ok,0
976,1371.688,ok,0
977,1365.796,ok,0
978,1381.365,ok,0
979,1405.280,ok,0
980,1381.665,ok,0
981,1462.347,ok,0
982,1464.681,ok,0
983,1384.331,ok,0
984,1373.701,ok,0
985,1370.214,ok,0
986,1426.059,ok,0
987,1380.694,ok,0
988,1405.130,ok,0
989,1364.173,ok,0
990,1411.181,ok,0
991,1375.264,ok,0
992,1379.852,ok,0
993,1409.978,ok,0
994,1423.114,ok,0
995,1454.402,ok,0
996,1389.741,ok,0
997,1378.380,ok,0
998,1383.860,ok,0
999,1399.620,ok,0
1000,1378.490,ok,0
1001,1405.090,ok,0
1002,1413.685,ok,0
1003,1439.885,ok,0
1004,1392.095,ok,0
1005,1399.329,ok,0
1006,1411.441,ok,0
1007,1398.598,ok,0
1008,1389.160,ok,0
1009,1378.240,ok,0
1010,1391.715,ok,0
1011,1416.451,ok,0
1012,1374.993,ok,0
1013,1381.826,ok,0
1014,1382.387,ok,0
1015,1402.024,ok,0
1016,1378.570,ok,0
1017,1622.757,ok,0
1018,1378.159,ok,0
1019,1388.719,ok,0
1020,1374.733,ok,0
1021,1381.325,ok,0
1022,1420.599,ok,0
1023,1369.563,ok,0
1024,1378.960,ok,0
1025,1405.350,ok,0
1026,1383.991,ok,0
1027,1405.089,ok,0
1028,1568.746,ok,0
1029,1435.126,ok,0
1030,1391.434,ok,0
1031,1391.915,ok,0
1032,1385.924,ok,0
1033,1364.924,ok,0
1034,1413.926,ok,0
1035,1393.428,ok,0
1036,1382.468,ok,0
1037,1380.483,ok,0
1038,1378.700,ok,0
1039,1414.006,ok,0
1040,1385.563,ok,0
1041,1405.841,ok,0
1042,1382.568,ok,0
1043,1375.955,ok,0
1044,1370.625,ok,0
1045,1361.138,ok,0
1046,1412.774,ok,0
1047,1455.454,ok,0
1048,1382.016,ok,0
1049,1379.481,ok,0
1050,1385.292,ok,0
1051,1404.969,ok,0
1052,1550.962,ok,0
1053,1373.921,ok,0
1054,1388.498,ok,0
1055,2065.896,ok,0
1056,1377.268,ok,0
1057,1386.625,ok,0
1058,1384.912,ok,0
1059,1401.132,ok,0
1060,1412.854,ok,0
1061,1385.674,ok,0
1062,1375.454,ok,0
1063,1381.806,ok,0
1064,1417.332,ok,0
1065,1390.782,ok,0
1066,1381.656,ok,0
1067,1378.991,ok,0
1068,1381.395,ok,0
1069,1376.777,ok,0
1070,1379.572,ok,0
1071,1377.929,ok,0
1072,1374.983,ok,0
1073,1410.410,ok,0
1074,1406.081,ok,0
1075,1407.594,ok,0
1076,1377.658,ok,0
1077,1387.497,ok,0
1078,1388.309,ok,0
1079,1383.729,ok,0
1080,1373.992,ok,0
1081,1364.483,ok,0
1082,1371.106,ok,0
1083,1407.334,ok,0
1084,1375.484,ok,0
1085,1381.455,ok,0
1086,1372.989,ok,0
1087,1375.415,ok,0
1088,1396.955,ok,0
1089,1386.044,ok,0
1090,1381.766,ok,0
1091,1383.158,ok,0
1092,1376.146,ok,0
1093,1418.565,ok,0
1094,1375.615,ok,0
1095,1400.652,ok,0
1096,1366.177,ok,0
1097,1375.655,ok,0
1098,1404.328,ok,0
1099,1408.466,ok,0
1100,1422.011,ok,0
1101,1413.826,ok,0
1102,1388.839,ok,0
1103,1405.361,ok,0
1104,1385.052,ok,0
1105,1399.299,ok,0
1106,1411.341,ok,0
1107,1400.381,ok,0
